variable_name,display_name,source_section,cbms_item,practical_type,code,label,source_document,source_page,mapping_basis,observed_in_current_raw,review_status,notes
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00034028,Dance Strand Graduate,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00034031,Grade 11 - Sports Track,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00034032,Grade 12 - Sports Track,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00034033,SHS Graduate - Sports Track,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00035011,Grade 11 - Technology/Livelihood and Technical-Vocational Livelihood Track,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00035012,Grade 12 - Technology/Livelihood and Technical-Vocational Livelihood Track,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00035013,SHS Graduate - TVL Strand Unknown to Respondent,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00035014,Home Economics Strand Graduate,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00035015,Information and Communications Technology Strand Graduate,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00035016,Industrial Arts Strand Graduate,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00035017,Agri-Fishery Arts Strand Graduate,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00035018,TVL Maritime Specialization Strand Graduate,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00040001,1st Year - Post-Secondary Non-Tertiary Education,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00040002,2nd Year - Post-Secondary Non-Tertiary Education,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00040003,3rd Year - Post-Secondary Non-Tertiary Education,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00050001,1st Year - Short-Cycle Tertiary Education,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00050002,2nd Year - Short-Cycle Tertiary Education,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00050003,3rd Year - Short-Cycle Tertiary Education,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00060001,1st Year - Bachelor Level Education or Equivalent,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00060002,2nd Year - Bachelor Level Education or Equivalent,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00060003,3rd Year - Bachelor Level Education or Equivalent,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00060004,4th Year - Bachelor Level Education or Equivalent,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00060005,5th Year - Bachelor Level Education or Equivalent,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00060006,6th Year - Bachelor Level Education or Equivalent,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00070010,Undergraduate - Master Level Education or Equivalent,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,C05,coded_category,00080010,Undergraduate - Doctoral Level Education or Equivalent,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,Preserve all codes as 8-character text so leading zeroes are not lost. The questionnaire says graduates in some higher levels require a specified program; no extra program-specific code is invented here.
C06_REASON_NOT_ATTENDING_SCHOOL,Reason for Not Attending School,C,C06,coded_category,01,Accessibility of School,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,
C06_REASON_NOT_ATTENDING_SCHOOL,Reason for Not Attending School,C,C06,coded_category,02,Illness,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,
C06_REASON_NOT_ATTENDING_SCHOOL,Reason for Not Attending School,C,C06,coded_category,03,Disability,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,
C06_REASON_NOT_ATTENDING_SCHOOL,Reason for Not Attending School,C,C06,coded_category,04,Pregnancy,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,
C06_REASON_NOT_ATTENDING_SCHOOL,Reason for Not Attending School,C,C06,coded_category,05,Marriage,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,
C06_REASON_NOT_ATTENDING_SCHOOL,Reason for Not Attending School,C,C06,coded_category,06,High Cost of Education/Financial Concern,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,
C06_REASON_NOT_ATTENDING_SCHOOL,Reason for Not Attending School,C,C06,coded_category,07,Employment,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,
C06_REASON_NOT_ATTENDING_SCHOOL,Reason for Not Attending School,C,C06,coded_category,08,Finished Schooling or Finished Post-Secondary or College,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,
C06_REASON_NOT_ATTENDING_SCHOOL,Reason for Not Attending School,C,C06,coded_category,09,Looking for Work,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,
C06_REASON_NOT_ATTENDING_SCHOOL,Reason for Not Attending School,C,C06,coded_category,10,Lack of Personal Interest,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,
C06_REASON_NOT_ATTENDING_SCHOOL,Reason for Not Attending School,C,C06,coded_category,11,Fear of Being Affected by COVID-19,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,
C06_REASON_NOT_ATTENDING_SCHOOL,Reason for Not Attending School,C,C06,coded_category,12,Too Young to Go to School,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,
C06_REASON_NOT_ATTENDING_SCHOOL,Reason for Not Attending School,C,C06,coded_category,13,Bullying,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,
C06_REASON_NOT_ATTENDING_SCHOOL,Reason for Not Attending School,C,C06,coded_category,14,Family Matters,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,
C06_REASON_NOT_ATTENDING_SCHOOL,Reason for Not Attending School,C,C06,coded_category,15,No/Weak Internet Connection,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,
C06_REASON_NOT_ATTENDING_SCHOOL,Reason for Not Attending School,C,C06,coded_category,16,Modular Learning Is Not Preferred,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,No,verified,
C06_REASON_NOT_ATTENDING_SCHOOL,Reason for Not Attending School,C,C06,coded_category,17,"Problems in School Requirements (e.g., No Birth Certificate or Form 137)",2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,
C06_REASON_NOT_ATTENDING_SCHOOL,Reason for Not Attending School,C,C06,coded_category,99,"Others, Specify",2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,
C07_TVET_GRADUATE,Graduate of Technical / Vocational Education and Training (TVET) Course,C,C07,yes_no_code,1,Yes,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,
C07_TVET_GRADUATE,Graduate of Technical / Vocational Education and Training (TVET) Course,C,C07,yes_no_code,2,No,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,
C08_TVET_CURRENTLY_ATTENDING,Currently Attending TVET for Skills Development,C,C08,yes_no_code,1,Yes,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,
C08_TVET_CURRENTLY_ATTENDING,Currently Attending TVET for Skills Development,C,C08,yes_no_code,2,No,2022 CBMS Household Profile Questionnaire,6,official_questionnaire,Yes,verified,
E01_WORK_PAST_WEEK,Work for at least One Hour during the Past Week,E,E01,yes_no_code,1,Yes,2022 CBMS Household Profile Questionnaire,9,official_questionnaire,Yes,verified,
E01_WORK_PAST_WEEK,Work for at least One Hour during the Past Week,E,E01,yes_no_code,2,No,2022 CBMS Household Profile Questionnaire,9,official_questionnaire,Yes,verified,
E03_JOB_OR_BUSINESS_PAST_WEEK,Did Not Work But Have a Job or Business in the Past Week,E,E03,coded_category,1,Yes,2022 CBMS Household Profile Questionnaire,9,official_questionnaire,Yes,verified,
E03_JOB_OR_BUSINESS_PAST_WEEK,Did Not Work But Have a Job or Business in the Past Week,E,E03,coded_category,2,No,2022 CBMS Household Profile Questionnaire,9,official_questionnaire,Yes,verified,
E03_JOB_OR_BUSINESS_PAST_WEEK,Did Not Work But Have a Job or Business in the Past Week,E,E03,coded_category,3,"No, Temporarily",2022 CBMS Household Profile Questionnaire,9,official_questionnaire,Yes,verified,
E11_NATURE_OF_EMPLOYMENT,Nature of Employment,E,E11,coded_category,1,Permanent Job/Business/Unpaid Family Work,2022 CBMS Household Profile Questionnaire,10,official_questionnaire,Yes,verified,
E11_NATURE_OF_EMPLOYMENT,Nature of Employment,E,E11,coded_category,2,"Short-Term or Seasonal or Casual Job/Business, Unpaid Family Work",2022 CBMS Household Profile Questionnaire,10,official_questionnaire,Yes,verified,
E11_NATURE_OF_EMPLOYMENT,Nature of Employment,E,E11,coded_category,3,Worked for Different Employers or Customers on Day-to-Day or Week-to-Week Basis,2022 CBMS Household Profile Questionnaire,10,official_questionnaire,Yes,verified,
E15_WANT_MORE_HOURS,Want More Hours of Work,E,E15,yes_no_code,1,Yes,2022 CBMS Household Profile Questionnaire,10,official_questionnaire,Yes,verified,
E15_WANT_MORE_HOURS,Want More Hours of Work,E,E15,yes_no_code,2,No,2022 CBMS Household Profile Questionnaire,10,official_questionnaire,Yes,verified,
E16_LOOKING_FOR_ADDITIONAL_WORK,Looking for Additional Work,E,E16,yes_no_code,1,Yes,2022 CBMS Household Profile Questionnaire,10,official_questionnaire,Yes,verified,
E16_LOOKING_FOR_ADDITIONAL_WORK,Looking for Additional Work,E,E16,yes_no_code,2,No,2022 CBMS Household Profile Questionnaire,10,official_questionnaire,Yes,verified,
E18_CLASS_OF_WORKER,Class of Worker,E,E18,coded_category,0,Worked for Private Household,2022 CBMS Household Profile Questionnaire,10,official_questionnaire,Yes,verified,
E18_CLASS_OF_WORKER,Class of Worker,E,E18,coded_category,1,Worked for Private Establishment,2022 CBMS Household Profile Questionnaire,10,official_questionnaire,Yes,verified,
E18_CLASS_OF_WORKER,Class of Worker,E,E18,coded_category,2,Worked for Government/Government-Owned and Controlled Corporation,2022 CBMS Household Profile Questionnaire,10,official_questionnaire,Yes,verified,
E18_CLASS_OF_WORKER,Class of Worker,E,E18,coded_category,3,Self-Employed Without Any Paid Employee,2022 CBMS Household Profile Questionnaire,10,official_questionnaire,Yes,verified,
E18_CLASS_OF_WORKER,Class of Worker,E,E18,coded_category,4,Employer in Own Family-Operated Farm or Business,2022 CBMS Household Profile Questionnaire,10,official_questionnaire,Yes,verified,
E18_CLASS_OF_WORKER,Class of Worker,E,E18,coded_category,5,Worked With Pay in Own Family-Operated Farm or Business,2022 CBMS Household Profile Questionnaire,10,official_questionnaire,Yes,verified,
E18_CLASS_OF_WORKER,Class of Worker,E,E18,coded_category,6,Worked Without Pay in Own Family-Operated Farm or Business,2022 CBMS Household Profile Questionnaire,10,official_questionnaire,Yes,verified,
E19_BASIS_OF_PAYMENT,Basis of Payment,E,E19,coded_category,0,"In Kind, Imputed (Received as Wage/Salary)",2022 CBMS Household Profile Questionnaire,10,official_questionnaire,Yes,verified,
E19_BASIS_OF_PAYMENT,Basis of Payment,E,E19,coded_category,1,Per Piece,2022 CBMS Household Profile Questionnaire,10,official_questionnaire,Yes,verified,
E19_BASIS_OF_PAYMENT,Basis of Payment,E,E19,coded_category,2,Per Hour,2022 CBMS Household Profile Questionnaire,10,official_questionnaire,Yes,verified,
E19_BASIS_OF_PAYMENT,Basis of Payment,E,E19,coded_category,3,Per Day,2022 CBMS Household Profile Questionnaire,10,official_questionnaire,Yes,verified,
E19_BASIS_OF_PAYMENT,Basis of Payment,E,E19,coded_category,4,Monthly,2022 CBMS Household Profile Questionnaire,10,official_questionnaire,Yes,verified,
E19_BASIS_OF_PAYMENT,Basis of Payment,E,E19,coded_category,5,Pakyaw,2022 CBMS Household Profile Questionnaire,10,official_questionnaire,Yes,verified,
E19_BASIS_OF_PAYMENT,Basis of Payment,E,E19,coded_category,6,"Other Salaries/Wages, Specify",2022 CBMS Household Profile Questionnaire,10,official_questionnaire,Yes,verified,
E19_BASIS_OF_PAYMENT,Basis of Payment,E,E19,coded_category,7,"Not Salaries/Wages, Specify (e.g., Commission Basis)",2022 CBMS Household Profile Questionnaire,10,official_questionnaire,Yes,verified,
E24_REASON_MORE_OR_LESS_HOURS,Reason for Working More Than 48 Hours or Less Than 40 Hours,E,E24,coded_category,11,Wanted More Earnings,2022 CBMS Household Profile Questionnaire,11,official_questionnaire,Yes,verified,
E24_REASON_MORE_OR_LESS_HOURS,Reason for Working More Than 48 Hours or Less Than 40 Hours,E,E24,coded_category,12,Requirements of the Job,2022 CBMS Household Profile Questionnaire,11,official_questionnaire,Yes,verified,
E24_REASON_MORE_OR_LESS_HOURS,Reason for Working More Than 48 Hours or Less Than 40 Hours,E,E24,coded_category,13,Exceptional Week,2022 CBMS Household Profile Questionnaire,11,official_questionnaire,Yes,verified,
E24_REASON_MORE_OR_LESS_HOURS,Reason for Working More Than 48 Hours or Less Than 40 Hours,E,E24,coded_category,14,"Ambition, Passion for Job",2022 CBMS Household Profile Questionnaire,11,official_questionnaire,Yes,verified,
E24_REASON_MORE_OR_LESS_HOURS,Reason for Working More Than 48 Hours or Less Than 40 Hours,E,E24,coded_category,15,Due to COVID-19 Pandemic Community Quarantine,2022 CBMS Household Profile Questionnaire,11,official_questionnaire,No,verified,
E24_REASON_MORE_OR_LESS_HOURS,Reason for Working More Than 48 Hours or Less Than 40 Hours,E,E24,coded_category,20,Variable Working Time/Nature of Work,2022 CBMS Household Profile Questionnaire,11,official_questionnaire,Yes,verified,
E24_REASON_MORE_OR_LESS_HOURS,Reason for Working More Than 48 Hours or Less Than 40 Hours,E,E24,coded_category,21,Holidays,2022 CBMS Household Profile Questionnaire,11,official_questionnaire,Yes,verified,
E24_REASON_MORE_OR_LESS_HOURS,Reason for Working More Than 48 Hours or Less Than 40 Hours,E,E24,coded_category,22,Poor Business Condition,2022 CBMS Household Profile Questionnaire,11,official_questionnaire,Yes,verified,
E24_REASON_MORE_OR_LESS_HOURS,Reason for Working More Than 48 Hours or Less Than 40 Hours,E,E24,coded_category,23,Reduction in Clients/Work,2022 CBMS Household Profile Questionnaire,11,official_questionnaire,Yes,verified,
E24_REASON_MORE_OR_LESS_HOURS,Reason for Working More Than 48 Hours or Less Than 40 Hours,E,E24,coded_category,24,Low or Off Season,2022 CBMS Household Profile Questionnaire,11,official_questionnaire,Yes,verified,
E24_REASON_MORE_OR_LESS_HOURS,Reason for Working More Than 48 Hours or Less Than 40 Hours,E,E24,coded_category,25,"Bad Weather, Natural Disaster",2022 CBMS Household Profile Questionnaire,11,official_questionnaire,Yes,verified,
E24_REASON_MORE_OR_LESS_HOURS,Reason for Working More Than 48 Hours or Less Than 40 Hours,E,E24,coded_category,26,Strike or Labor Dispute,2022 CBMS Household Profile Questionnaire,11,official_questionnaire,No,verified,
E24_REASON_MORE_OR_LESS_HOURS,Reason for Working More Than 48 Hours or Less Than 40 Hours,E,E24,coded_category,27,Start/End/Change of Job,2022 CBMS Household Profile Questionnaire,11,official_questionnaire,Yes,verified,
E24_REASON_MORE_OR_LESS_HOURS,Reason for Working More Than 48 Hours or Less Than 40 Hours,E,E24,coded_category,28,Could Only Find Part-Time Work,2022 CBMS Household Profile Questionnaire,11,official_questionnaire,Yes,verified,
E24_REASON_MORE_OR_LESS_HOURS,Reason for Working More Than 48 Hours or Less Than 40 Hours,E,E24,coded_category,29,School Training,2022 CBMS Household Profile Questionnaire,11,official_questionnaire,Yes,verified,
E24_REASON_MORE_OR_LESS_HOURS,Reason for Working More Than 48 Hours or Less Than 40 Hours,E,E24,coded_category,30,Personal/Family Reasons,2022 CBMS Household Profile Questionnaire,11,official_questionnaire,Yes,verified,
E24_REASON_MORE_OR_LESS_HOURS,Reason for Working More Than 48 Hours or Less Than 40 Hours,E,E24,coded_category,31,Health/Medical Limitations,2022 CBMS Household Profile Questionnaire,11,official_questionnaire,Yes,verified,
E24_REASON_MORE_OR_LESS_HOURS,Reason for Working More Than 48 Hours or Less Than 40 Hours,E,E24,coded_category,32,Due to COVID-19 Pandemic Community Quarantine,2022 CBMS Household Profile Questionnaire,11,official_questionnaire,Yes,verified,
E24_REASON_MORE_OR_LESS_HOURS,Reason for Working More Than 48 Hours or Less Than 40 Hours,E,E24,coded_category,99,"Others, Specify",2022 CBMS Household Profile Questionnaire,11,official_questionnaire,Yes,verified,
E25_TRY_LOOK_FOR_WORK_OR_DO_BUSINESS,Look for Work or Try to Establish a Business,E,E25,yes_no_code,1,Yes,2022 CBMS Household Profile Questionnaire,11,official_questionnaire,Yes,verified,
E25_TRY_LOOK_FOR_WORK_OR_DO_BUSINESS,Look for Work or Try to Establish a Business,E,E25,yes_no_code,2,No,2022 CBMS Household Profile Questionnaire,11,official_questionnaire,Yes,verified,
E29_REASON_NOT_LOOKING_FOR_WORK,Reason for Not Looking for Work,E,E29,coded_category,00,ECQ/Lockdown/COVID-19 Pandemic,2022 CBMS Household Profile Questionnaire,11,official_questionnaire,No,verified,
E29_REASON_NOT_LOOKING_FOR_WORK,Reason for Not Looking for Work,E,E29,coded_category,01,Temporary Illness or Disability,2022 CBMS Household Profile Questionnaire,11,official_questionnaire,Yes,verified,
E29_REASON_NOT_LOOKING_FOR_WORK,Reason for Not Looking for Work,E,E29,coded_category,02,Bad Weather,2022 CBMS Household Profile Questionnaire,11,official_questionnaire,No,verified,
E29_REASON_NOT_LOOKING_FOR_WORK,Reason for Not Looking for Work,E,E29,coded_category,03,Waiting for Rehire/Job Recall,2022 CBMS Household Profile Questionnaire,11,official_questionnaire,Yes,verified,
E29_REASON_NOT_LOOKING_FOR_WORK,Reason for Not Looking for Work,E,E29,coded_category,04,Tired/Believed No Work Available,2022 CBMS Household Profile Questionnaire,11,official_questionnaire,Yes,verified,
E29_REASON_NOT_LOOKING_FOR_WORK,Reason for Not Looking for Work,E,E29,coded_category,05,Awaiting Results of Previous Job Application,2022 CBMS Household Profile Questionnaire,11,official_questionnaire,Yes,verified,
E29_REASON_NOT_LOOKING_FOR_WORK,Reason for Not Looking for Work,E,E29,coded_category,06,Too Young/Old,2022 CBMS Household Profile Questionnaire,11,official_questionnaire,Yes,verified,
E29_REASON_NOT_LOOKING_FOR_WORK,Reason for Not Looking for Work,E,E29,coded_category,07,Retired,2022 CBMS Household Profile Questionnaire,11,official_questionnaire,Yes,verified,
E29_REASON_NOT_LOOKING_FOR_WORK,Reason for Not Looking for Work,E,E29,coded_category,08,Permanent Disability,2022 CBMS Household Profile Questionnaire,11,official_questionnaire,Yes,verified,
E29_REASON_NOT_LOOKING_FOR_WORK,Reason for Not Looking for Work,E,E29,coded_category,09,Schooling,2022 CBMS Household Profile Questionnaire,11,official_questionnaire,Yes,verified,
E29_REASON_NOT_LOOKING_FOR_WORK,Reason for Not Looking for Work,E,E29,coded_category,10,"Household and Family Duties, Specify",2022 CBMS Household Profile Questionnaire,11,official_questionnaire,Yes,verified,
E29_REASON_NOT_LOOKING_FOR_WORK,Reason for Not Looking for Work,E,E29,coded_category,99,"Others, Specify",2022 CBMS Household Profile Questionnaire,11,official_questionnaire,Yes,verified,
E31_AVAILABLE_FOR_WORK,Availability for Work,E,E31,yes_no_code,1,Yes,2022 CBMS Household Profile Questionnaire,11,official_questionnaire,Yes,verified,
E31_AVAILABLE_FOR_WORK,Availability for Work,E,E31,yes_no_code,2,No,2022 CBMS Household Profile Questionnaire,11,official_questionnaire,Yes,verified,
E32_WILLING_TO_WORK,Willingness to Take Up Work,E,E32,yes_no_code,1,Yes,2022 CBMS Household Profile Questionnaire,11,official_questionnaire,Yes,verified,
E32_WILLING_TO_WORK,Willingness to Take Up Work,E,E32,yes_no_code,2,No,2022 CBMS Household Profile Questionnaire,11,official_questionnaire,Yes,verified,
E39_OWNERSHIP_OF_AGRI_LAND,Ownership of Agricultural Land/s,E,E39,yes_no_code,1,Yes,2022 CBMS Household Profile Questionnaire,13,official_questionnaire,Yes,verified,
E39_OWNERSHIP_OF_AGRI_LAND,Ownership of Agricultural Land/s,E,E39,yes_no_code,2,No,2022 CBMS Household Profile Questionnaire,13,official_questionnaire,Yes,verified,
E40_LAND_USED_IN_AGRI_ACTIVITY,Use of Agricultural Land/s in any Agricultural Activities,E,E40,yes_no_code,1,Yes,2022 CBMS Household Profile Questionnaire,13,official_questionnaire,Yes,verified,
E40_LAND_USED_IN_AGRI_ACTIVITY,Use of Agricultural Land/s in any Agricultural Activities,E,E40,yes_no_code,2,No,2022 CBMS Household Profile Questionnaire,13,official_questionnaire,Yes,verified,
J01_WORRIED,Worried About Not Having Enough Food to Eat,J,J01,yes_no_code,1,Yes,2022 CBMS Household Profile Questionnaire,23,official_questionnaire,Yes,verified,
J01_WORRIED,Worried About Not Having Enough Food to Eat,J,J01,yes_no_code,2,No,2022 CBMS Household Profile Questionnaire,23,official_questionnaire,Yes,verified,
J01_WORRIED,Worried About Not Having Enough Food to Eat,J,J01,yes_no_code,8,Don't Know,2022 CBMS Household Profile Questionnaire,23,official_questionnaire,No,verified,
J01_WORRIED,Worried About Not Having Enough Food to Eat,J,J01,yes_no_code,9,Prefer Not to Answer,2022 CBMS Household Profile Questionnaire,23,official_questionnaire,No,verified,
J02_NOT_EATEN_HEALTHY,Unable to Eat Healthy and Nutritious Food,J,J02,yes_no_code,1,Yes,2022 CBMS Household Profile Questionnaire,23,official_questionnaire,Yes,verified,
J02_NOT_EATEN_HEALTHY,Unable to Eat Healthy and Nutritious Food,J,J02,yes_no_code,2,No,2022 CBMS Household Profile Questionnaire,23,official_questionnaire,Yes,verified,
J02_NOT_EATEN_HEALTHY,Unable to Eat Healthy and Nutritious Food,J,J02,yes_no_code,8,Don't Know,2022 CBMS Household Profile Questionnaire,23,official_questionnaire,No,verified,
J02_NOT_EATEN_HEALTHY,Unable to Eat Healthy and Nutritious Food,J,J02,yes_no_code,9,Prefer Not to Answer,2022 CBMS Household Profile Questionnaire,23,official_questionnaire,No,verified,
J03_ATE_FEW_FOOD,Ate Only a Few Kinds of Food,J,J03,yes_no_code,1,Yes,2022 CBMS Household Profile Questionnaire,23,official_questionnaire,Yes,verified,
J03_ATE_FEW_FOOD,Ate Only a Few Kinds of Food,J,J03,yes_no_code,2,No,2022 CBMS Household Profile Questionnaire,23,official_questionnaire,Yes,verified,
J03_ATE_FEW_FOOD,Ate Only a Few Kinds of Food,J,J03,yes_no_code,8,Don't Know,2022 CBMS Household Profile Questionnaire,23,official_questionnaire,No,verified,
