variable_name,display_name,source_section,source_record,source_file,cbms_item,metadata_data_type,metadata_length,metadata_decimal,metadata_scale,practical_type,needs_translation,needs_member_resolution,display_handling,review_status,notes
A20_E_SELF_CARING,Self-caring (such as wasking all over or dressing),A,SECTION_A_TO_E,synthetic_section_a_e_indiv_final_corrected(4).csv,A20,Numeric,1,0,Nominal,coded_category,Yes,No,codebook_lookup,classified,Translate using this variable's official CBMS choices; preserve code formatting/leading zeros.
A20_F_COMMUNICATING,Communicating using his/her casual (customary) language,A,SECTION_A_TO_E,synthetic_section_a_e_indiv_final_corrected(4).csv,A20,Numeric,1,0,Nominal,coded_category,Yes,No,codebook_lookup,classified,Translate using this variable's official CBMS choices; preserve code formatting/leading zeros.
B06_OFI,Overseas Filipino Indicator,B,SECTION_A_TO_E,synthetic_section_a_e_indiv_final_corrected(4).csv,B06,Numeric,1,0,Nominal,coded_category,Yes,No,codebook_lookup,classified,Translate using this variable's official CBMS choices; preserve code formatting/leading zeros.
C01_SIMPLE_LITERACY,Basic Literacy,C,SECTION_A_TO_E,synthetic_section_a_e_indiv_final_corrected(4).csv,C01,Numeric,1,0,Nominal,yes_no_code,Yes,No,codebook_lookup,classified,Use the official choices for this variable. Some Yes/No-style CBMS questions also allow codes such as Don't Know or Prefer Not to Answer.
C02_HGC_LEVEL,Highest Grade/Year Completed (HGC) Level,C,SECTION_A_TO_E,synthetic_section_a_e_indiv_final_corrected(4).csv,C02,Numeric,1,0,Ordinal,coded_category,Yes,No,codebook_lookup,classified,This is the 1-digit Highest Grade/Year Completed LEVEL from metadata; do not replace it with the separate 8-digit detailed grade code.
C03_CURRENTLY_ATTENDING_SCHOOL,Current School Attendance,C,SECTION_A_TO_E,synthetic_section_a_e_indiv_final_corrected(4).csv,C03,Numeric,1,0,Nominal,yes_no_code,Yes,No,codebook_lookup,classified,Use the official choices for this variable. Some Yes/No-style CBMS questions also allow codes such as Don't Know or Prefer Not to Answer.
C05_CURRENT_GRADE_LEVEL,Current Grade/Year Level,C,SECTION_A_TO_E,synthetic_section_a_e_indiv_final_corrected(4).csv,C05,Numeric,8,0,Ordinal,coded_category,Yes,No,codebook_lookup,classified,8-digit education code; preserve leading zeros.
C06_REASON_NOT_ATTENDING_SCHOOL,Reason for Not Attending School,C,SECTION_A_TO_E,synthetic_section_a_e_indiv_final_corrected(4).csv,C06,Numeric,2,0,Nominal,coded_category,Yes,No,codebook_lookup,classified,Translate using this variable's official CBMS choices; preserve code formatting/leading zeros.
C07_TVET_GRADUATE,Graduate of Technical / Vocational Education and Training (TVET) Course,C,SECTION_A_TO_E,synthetic_section_a_e_indiv_final_corrected(4).csv,C07,Numeric,1,0,Nominal,yes_no_code,Yes,No,codebook_lookup,classified,Use the official choices for this variable. Some Yes/No-style CBMS questions also allow codes such as Don't Know or Prefer Not to Answer.
C08_TVET_CURRENTLY_ATTENDING,Currently Attending TVET for Skills Development,C,SECTION_A_TO_E,synthetic_section_a_e_indiv_final_corrected(4).csv,C08,Numeric,1,0,Nominal,yes_no_code,Yes,No,codebook_lookup,classified,Use the official choices for this variable. Some Yes/No-style CBMS questions also allow codes such as Don't Know or Prefer Not to Answer.
E01_WORK_PAST_WEEK,Work for at least One Hour during the Past Week,E,SECTION_A_TO_E,synthetic_section_a_e_indiv_final_corrected(4).csv,E01,Numeric,1,0,Nominal,yes_no_code,Yes,No,codebook_lookup,classified,Use the official choices for this variable. Some Yes/No-style CBMS questions also allow codes such as Don't Know or Prefer Not to Answer.
E03_JOB_OR_BUSINESS_PAST_WEEK,Did Not Work But Have a Job or Business in the Past Week,E,SECTION_A_TO_E,synthetic_section_a_e_indiv_final_corrected(4).csv,E03,Numeric,1,0,Nominal,coded_category,Yes,No,codebook_lookup,classified,Translate using this variable's official CBMS choices; preserve code formatting/leading zeros.
E11_NATURE_OF_EMPLOYMENT,Nature of Employment,E,SECTION_A_TO_E,synthetic_section_a_e_indiv_final_corrected(4).csv,E11,Numeric,1,0,Nominal,coded_category,Yes,No,codebook_lookup,classified,Translate using this variable's official CBMS choices; preserve code formatting/leading zeros.
E12_NUMBER_OF_HOURS_WORKED,Normal Working Hours per Day,E,SECTION_A_TO_E,synthetic_section_a_e_indiv_final_corrected(4).csv,E12,Numeric,2,0,Ratio,number,No,No,direct,classified,
E13_NUMBER_OF_DAYS_WORKED,Number of Days Worked,E,SECTION_A_TO_E,synthetic_section_a_e_indiv_final_corrected(4).csv,E13,Numeric,1,0,Ratio,number,No,No,direct,classified,
E14_TOTAL_NUMBER_OF_HOURS_WORKED,Number of Hours Worked,E,SECTION_A_TO_E,synthetic_section_a_e_indiv_final_corrected(4).csv,E14,Numeric,3,0,Ratio,number,No,No,direct,classified,
E15_WANT_MORE_HOURS,Want More Hours of Work,E,SECTION_A_TO_E,synthetic_section_a_e_indiv_final_corrected(4).csv,E15,Numeric,1,0,Nominal,yes_no_code,Yes,No,codebook_lookup,classified,Use the official choices for this variable. Some Yes/No-style CBMS questions also allow codes such as Don't Know or Prefer Not to Answer.
E16_LOOKING_FOR_ADDITIONAL_WORK,Looking for Additional Work,E,SECTION_A_TO_E,synthetic_section_a_e_indiv_final_corrected(4).csv,E16,Numeric,1,0,Nominal,yes_no_code,Yes,No,codebook_lookup,classified,Use the official choices for this variable. Some Yes/No-style CBMS questions also allow codes such as Don't Know or Prefer Not to Answer.
E18_CLASS_OF_WORKER,Class of Worker,E,SECTION_A_TO_E,synthetic_section_a_e_indiv_final_corrected(4).csv,E18,Numeric,1,0,Nominal,coded_category,Yes,No,codebook_lookup,classified,Translate using this variable's official CBMS choices; preserve code formatting/leading zeros.
E19_BASIS_OF_PAYMENT,Basis of Payment,E,SECTION_A_TO_E,synthetic_section_a_e_indiv_final_corrected(4).csv,E19,Numeric,1,0,Nominal,coded_category,Yes,No,codebook_lookup,classified,Translate using this variable's official CBMS choices; preserve code formatting/leading zeros.
E24_REASON_MORE_OR_LESS_HOURS,Reason for Working More Than 48 Hours or Less Than 40 Hours,E,SECTION_A_TO_E,synthetic_section_a_e_indiv_final_corrected(4).csv,E24,Numeric,2,0,Nominal,coded_category,Yes,No,codebook_lookup,classified,Translate using this variable's official CBMS choices; preserve code formatting/leading zeros.
E25_TRY_LOOK_FOR_WORK_OR_DO_BUSINESS,Look for Work or Try to Establish a Business,E,SECTION_A_TO_E,synthetic_section_a_e_indiv_final_corrected(4).csv,E25,Numeric,1,0,Nominal,yes_no_code,Yes,No,codebook_lookup,classified,Use the official choices for this variable. Some Yes/No-style CBMS questions also allow codes such as Don't Know or Prefer Not to Answer.
E29_REASON_NOT_LOOKING_FOR_WORK,Reason for Not Looking for Work,E,SECTION_A_TO_E,synthetic_section_a_e_indiv_final_corrected(4).csv,E29,Numeric,2,0,Nominal,coded_category,Yes,No,codebook_lookup,classified,Translate using this variable's official CBMS choices; preserve code formatting/leading zeros.
E31_AVAILABLE_FOR_WORK,Availability for Work,E,SECTION_A_TO_E,synthetic_section_a_e_indiv_final_corrected(4).csv,E31,Numeric,1,0,Nominal,yes_no_code,Yes,No,codebook_lookup,classified,Use the official choices for this variable. Some Yes/No-style CBMS questions also allow codes such as Don't Know or Prefer Not to Answer.
E32_WILLING_TO_WORK,Willingness to Take Up Work,E,SECTION_A_TO_E,synthetic_section_a_e_indiv_final_corrected(4).csv,E32,Numeric,1,0,Nominal,yes_no_code,Yes,No,codebook_lookup,classified,Use the official choices for this variable. Some Yes/No-style CBMS questions also allow codes such as Don't Know or Prefer Not to Answer.
E39_OWNERSHIP_OF_AGRI_LAND,Ownership of Agricultural Land/s,E,SECTION_A_TO_E,synthetic_section_a_e_indiv_final_corrected(4).csv,E39,Numeric,1,0,Nominal,yes_no_code,Yes,No,codebook_lookup,classified,Use the official choices for this variable. Some Yes/No-style CBMS questions also allow codes such as Don't Know or Prefer Not to Answer.
E40_LAND_USED_IN_AGRI_ACTIVITY,Use of Agricultural Land/s in any Agricultural Activities,E,SECTION_A_TO_E,synthetic_section_a_e_indiv_final_corrected(4).csv,E40,Numeric,1,0,Nominal,yes_no_code,Yes,No,codebook_lookup,classified,Use the official choices for this variable. Some Yes/No-style CBMS questions also allow codes such as Don't Know or Prefer Not to Answer.
SECTION_L_LINE_NUMBER,Section L Line Number,L,SECTION_L02_TO_L41,synthetic_section_l02_to_l41_final(4).csv,L,Numeric,2,0,Nominal,identifier,No,No,internal_identifier,classified,Preserve as a 2-digit string when it is used as a member/record reference.
L07_CURRENTLY_PREGNANT,Currently pregnant household member,L,SECTION_L02_TO_L41,synthetic_section_l02_to_l41_final(4).csv,L07,Numeric,2,0,Nominal,member_reference,No,Yes,member_lookup,classified,Value is a household member LINE_NUMBER. Resolve it to the generated MEMBER_ID after HOUSEHOLD_ID/MEMBER_ID are created during ETL.
L09_CURRENTLY_BREASTFEEDING,Currently lactating/breastfeeding mother,L,SECTION_L02_TO_L41,synthetic_section_l02_to_l41_final(4).csv,L09,Numeric,2,0,Nominal,member_reference,No,Yes,member_lookup,classified,Value is a household member LINE_NUMBER. Resolve it to the generated MEMBER_ID after HOUSEHOLD_ID/MEMBER_ID are created during ETL.
L16_PWD,PWD,L,SECTION_L02_TO_L41,synthetic_section_l02_to_l41_final(4).csv,L16,Numeric,2,0,Nominal,member_reference,No,Yes,member_lookup,classified,Value is a household member LINE_NUMBER. Resolve it to the generated MEMBER_ID after HOUSEHOLD_ID/MEMBER_ID are created during ETL.
L17_A_VISUAL_DISABILITY,Visual Disability,L,SECTION_L02_TO_L41,synthetic_section_l02_to_l41_final(4).csv,L17,Numeric,1,0,Nominal,yes_no_code,Yes,No,codebook_lookup,classified,Use the official choices for this variable. Some Yes/No-style CBMS questions also allow codes such as Don't Know or Prefer Not to Answer.
L17_B_DEAF_OR_HARD_OF_HEARING,Deaf or Hard of Hearing,L,SECTION_L02_TO_L41,synthetic_section_l02_to_l41_final(4).csv,L17,Numeric,1,0,Nominal,yes_no_code,Yes,No,codebook_lookup,classified,Use the official choices for this variable. Some Yes/No-style CBMS questions also allow codes such as Don't Know or Prefer Not to Answer.
L17_C_INTELLECTUAL_DISABILITY,Intellectual Disability,L,SECTION_L02_TO_L41,synthetic_section_l02_to_l41_final(4).csv,L17,Numeric,1,0,Nominal,yes_no_code,Yes,No,codebook_lookup,classified,Use the official choices for this variable. Some Yes/No-style CBMS questions also allow codes such as Don't Know or Prefer Not to Answer.
L17_D_LEARNING_DISABILITY,Learning Disability,L,SECTION_L02_TO_L41,synthetic_section_l02_to_l41_final(4).csv,L17,Numeric,1,0,Nominal,yes_no_code,Yes,No,codebook_lookup,classified,Use the official choices for this variable. Some Yes/No-style CBMS questions also allow codes such as Don't Know or Prefer Not to Answer.
L17_E_MENTAL_DISABILITY,Mental Disability,L,SECTION_L02_TO_L41,synthetic_section_l02_to_l41_final(4).csv,L17,Numeric,1,0,Nominal,yes_no_code,Yes,No,codebook_lookup,classified,Use the official choices for this variable. Some Yes/No-style CBMS questions also allow codes such as Don't Know or Prefer Not to Answer.
L17_F_PHYSICAL_DISABILITY_ORTHOPEDIC,Physical Disability (Orthopedic),L,SECTION_L02_TO_L41,synthetic_section_l02_to_l41_final(4).csv,L17,Numeric,1,0,Nominal,yes_no_code,Yes,No,codebook_lookup,classified,Use the official choices for this variable. Some Yes/No-style CBMS questions also allow codes such as Don't Know or Prefer Not to Answer.
L17_G_PSYCHOSOCIAL_DISABILITY,Psychosocial Disability,L,SECTION_L02_TO_L41,synthetic_section_l02_to_l41_final(4).csv,L17,Numeric,1,0,Nominal,yes_no_code,Yes,No,codebook_lookup,classified,Use the official choices for this variable. Some Yes/No-style CBMS questions also allow codes such as Don't Know or Prefer Not to Answer.
L17_H_SPEECH_AND_LANGUAGE_IMPAIREMENT,Speech and Language Impairement,L,SECTION_L02_TO_L41,synthetic_section_l02_to_l41_final(4).csv,L17,Numeric,1,0,Nominal,yes_no_code,Yes,No,codebook_lookup,classified,Use the official choices for this variable. Some Yes/No-style CBMS questions also allow codes such as Don't Know or Prefer Not to Answer.
L17_Z_OTHER_DISABILITY,Other disabilities,L,SECTION_L02_TO_L41,synthetic_section_l02_to_l41_final(4).csv,L17,Numeric,1,0,Nominal,yes_no_code,Yes,No,codebook_lookup,classified,Use the official choices for this variable. Some Yes/No-style CBMS questions also allow codes such as Don't Know or Prefer Not to Answer.
L18_A_VISUAL_DISABILITY_DIAGNOSED,Diagnosed Visual Disability,L,SECTION_L02_TO_L41,synthetic_section_l02_to_l41_final(4).csv,L18,Numeric,1,0,Nominal,yes_no_code,Yes,No,codebook_lookup,classified,Use the official choices for this variable. Some Yes/No-style CBMS questions also allow codes such as Don't Know or Prefer Not to Answer.
L18_B_DEAF_OR_HARD_OF_HEARING_DIAGNOSED,Diagnosed Deaf or Hard of Hearing,L,SECTION_L02_TO_L41,synthetic_section_l02_to_l41_final(4).csv,L18,Numeric,1,0,Nominal,yes_no_code,Yes,No,codebook_lookup,classified,Use the official choices for this variable. Some Yes/No-style CBMS questions also allow codes such as Don't Know or Prefer Not to Answer.
L18_C_INTELLECTUAL_DISABILITY_DIAGNOSED,Diagnosed Intellectual Disability,L,SECTION_L02_TO_L41,synthetic_section_l02_to_l41_final(4).csv,L18,Numeric,1,0,Nominal,yes_no_code,Yes,No,codebook_lookup,classified,Use the official choices for this variable. Some Yes/No-style CBMS questions also allow codes such as Don't Know or Prefer Not to Answer.
L18_D_LEARNING_DISABILITY_DIAGNOSED,Diagnosed Learning Disability,L,SECTION_L02_TO_L41,synthetic_section_l02_to_l41_final(4).csv,L18,Numeric,1,0,Nominal,yes_no_code,Yes,No,codebook_lookup,classified,Use the official choices for this variable. Some Yes/No-style CBMS questions also allow codes such as Don't Know or Prefer Not to Answer.
L18_E_MENTAL_DISABILITY_DIAGNOSED,Diagnosed Mental Disability,L,SECTION_L02_TO_L41,synthetic_section_l02_to_l41_final(4).csv,L18,Numeric,1,0,Nominal,yes_no_code,Yes,No,codebook_lookup,classified,Use the official choices for this variable. Some Yes/No-style CBMS questions also allow codes such as Don't Know or Prefer Not to Answer.
L18_F_PHYSICAL_DISABILITY_DIAGNOSED,Diagnosed Physical Disability (Orthopedic),L,SECTION_L02_TO_L41,synthetic_section_l02_to_l41_final(4).csv,L18,Numeric,1,0,Nominal,yes_no_code,Yes,No,codebook_lookup,classified,Use the official choices for this variable. Some Yes/No-style CBMS questions also allow codes such as Don't Know or Prefer Not to Answer.
L18_G_PSYCHOSOCIAL_DISABILITY_DIAGNOSED,Diagnosed Psychosocial Disability,L,SECTION_L02_TO_L41,synthetic_section_l02_to_l41_final(4).csv,L18,Numeric,1,0,Nominal,yes_no_code,Yes,No,codebook_lookup,classified,Use the official choices for this variable. Some Yes/No-style CBMS questions also allow codes such as Don't Know or Prefer Not to Answer.
L18_H_SPEECH_AND_LANGUAGE_IMPAIREMENT_DIAGNOSED,Diagnosed Speech And Language Impairement,L,SECTION_L02_TO_L41,synthetic_section_l02_to_l41_final(4).csv,L18,Numeric,1,0,Nominal,yes_no_code,Yes,No,codebook_lookup,classified,Use the official choices for this variable. Some Yes/No-style CBMS questions also allow codes such as Don't Know or Prefer Not to Answer.
L18_Z_OTHER_DISABILITY_DIAGNOSED,Other disabilities diagnosed by a doctor,L,SECTION_L02_TO_L41,synthetic_section_l02_to_l41_final(4).csv,L18,Numeric,1,0,Nominal,yes_no_code,Yes,No,codebook_lookup,classified,Use the official choices for this variable. Some Yes/No-style CBMS questions also allow codes such as Don't Know or Prefer Not to Answer.
L30_WITH_PWD_ID,Household Member with PWD ID,L,SECTION_L02_TO_L41,synthetic_section_l02_to_l41_final(4).csv,L30,Numeric,2,0,Nominal,member_reference,No,Yes,member_lookup,classified,Value is a household member LINE_NUMBER. Resolve it to the generated MEMBER_ID after HOUSEHOLD_ID/MEMBER_ID are created during ETL.
L31_SHOWN_PWD_ID,PWD ID Shown,L,SECTION_L02_TO_L41,synthetic_section_l02_to_l41_final(4).csv,L31,Numeric,1,0,Nominal,yes_no_code,Yes,No,codebook_lookup,classified,Use the official choices for this variable. Some Yes/No-style CBMS questions also allow codes such as Don't Know or Prefer Not to Answer.
L32_TYPE_OF_DISABILITY_IN_PWD_ID,Type of Disability in PWD ID Shown,L,SECTION_L02_TO_L41,synthetic_section_l02_to_l41_final(4).csv,L32,Numeric,2,0,Nominal,coded_category,Yes,No,codebook_lookup,classified,Translate using this variable's official CBMS choices; preserve code formatting/leading zeros.
L34_HAS_BEEN_SICK,Household member with illness/sickness/injury in the past month,L,SECTION_L02_TO_L41,synthetic_section_l02_to_l41_final(4).csv,L34,Numeric,2,0,Nominal,member_reference,No,Yes,member_lookup,classified,Value is a household member LINE_NUMBER. Resolve it to the generated MEMBER_ID after HOUSEHOLD_ID/MEMBER_ID are created during ETL.
L35_ACTIVITY_AFFECTED_DUE_TO_SICKNESS,Impact of Illness / Sickness / Injury to Work / School,L,SECTION_L02_TO_L41,synthetic_section_l02_to_l41_final(4).csv,L35,Numeric,1,0,Nominal,yes_no_code,Yes,No,codebook_lookup,classified,Use the official choices for this variable. Some Yes/No-style CBMS questions also allow codes such as Don't Know or Prefer Not to Answer.
L36_DAYS_AFFECTED_DUE_TO_SICKNESS,Number of Days of Illness / Sickness / Injury,L,SECTION_L02_TO_L41,synthetic_section_l02_to_l41_final(4).csv,L36,Numeric,2,0,Ratio,number,No,No,direct,classified,
L37_TYPE_OF_SICKNESS,Most Recent (or Current) Illness / Sickness / Injury,L,SECTION_L02_TO_L41,synthetic_section_l02_to_l41_final(4).csv,L37,Numeric,2,0,Nominal,coded_category,Yes,No,codebook_lookup,classified,Translate using this variable's official CBMS choices; preserve code formatting/leading zeros.
L38_AVAILED_MEDICAL_TREATMENT,Availed Medical Treatment,L,SECTION_L02_TO_L41,synthetic_section_l02_to_l41_final(4).csv,L38,Numeric,1,0,Nominal,yes_no_code,Yes,No,codebook_lookup,classified,Use the official choices for this variable. Some Yes/No-style CBMS questions also allow codes such as Don't Know or Prefer Not to Answer.
L40_PAYMENT_FOR_TREATMENT,Source of Payment for Medical Treatment,L,SECTION_L02_TO_L41,synthetic_section_l02_to_l41_final(4).csv,L40,Alpha,9,,Nominal,multi_select_code,Yes,No,multi_select_lookup,classified,May contain several letter codes together (for example AE or ACHF). Decode each selected letter separately later.
L41_REASON_NOT_AVAILED_TREATMENT,Reason for Not Availing Medical Treatment,L,SECTION_L02_TO_L41,synthetic_section_l02_to_l41_final(4).csv,L41,Numeric,1,0,Nominal,coded_category,Yes,No,codebook_lookup,classified,Translate using this variable's official CBMS choices; preserve code formatting/leading zeros.
